"approval_of_congress_binary","trust_clean","trust_numeric","trust_binary","big_interests_clean","big_interests_numeric","waste_clean","waste_numeric","income_clean","income_category","race_clean","education_clean","education_category","ideology_clean","ideology_numeric","congress_approval_clean","congress_approval_numeric","age_clean","age_category","sex_clean","marital_clean","marital_simple","economy_clean","economy_numeric","elections_responsive_clean","elections_responsive_numeric","social_trust_clean","social_trust_numeric","congress_approval_category","congress_binary","party_clean","party_numeric","state_clean"
2,"Some of the time",4,0,"For benefit of all",2,"Waste a lot",1,NA,NA,"White, non-Hispanic",14,"Graduate degree","Conservative",6,"Disapprove strongly",4,NA,NA,"Male","Married: spouse present","Married","Much worse",5,"Some",2,"Most of the time",2,NA,2,"Strong Republican",7,12
2,"About half the time",3,0,"For benefit of all",2,"Waste some",2,11,"$25,000-$49,999","Hispanic",10,"Some college/Associate",NA,NA,"Disapprove strongly",4,76,"65+","Male","Married: spouse present","Married","Somewhat better",2,"Some",2,"Some of the time",4,NA,2,"Strong Democrat",1,8
2,"About half the time",3,0,"For benefit of all",2,"Waste some",2,1,"Under $25,000","Black, non-Hispanic",9,"High school graduate","Moderate",4,"Disapprove strongly",4,56,"45-64","Female","Married: spouse present","Married","About the same",3,"Some",2,"Most of the time",2,NA,2,"Independent",4,NA
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,14,"$25,000-$49,999","White, non-Hispanic",9,"High school graduate","Moderate",4,"Disapprove strongly",4,44,"30-44","Female","Widowed","Previously married","Somewhat worse",4,"Some",2,"About half the time",3,NA,2,"Independent-Democrat",3,47
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,13,"$25,000-$49,999","White, non-Hispanic",13,"Bachelor's degree","Liberal",2,"Disapprove not strongly",3,27,"18-29","Female","Separated","Previously married","Somewhat worse",4,"A good deal",1,"About half the time",3,NA,2,"Strong Democrat",1,41
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","White, non-Hispanic",9,"High school graduate",NA,NA,"Disapprove not strongly",3,58,"45-64","Male","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Strong Republican",7,55
2,"About half the time",3,0,"For benefit of all",2,"Waste some",2,21,"$50,000-$99,999","White, non-Hispanic",14,"Graduate degree","Slightly liberal",3,"Disapprove strongly",4,74,"65+","Female","Married: spouse absent","Married","Somewhat better",2,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,4
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,13,"$25,000-$49,999","Hispanic",10,"Some college/Associate",NA,NA,"Disapprove strongly",4,27,"18-29","Male","Married: spouse absent","Married","About the same",3,"Some",2,"About half the time",3,NA,2,"Strong Democrat",1,NA
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,27,"$100,000+","Black, non-Hispanic",16,"Graduate degree",NA,NA,"Disapprove not strongly",3,70,"65+","Male","Married: spouse present","Married","About the same",3,"Some",2,"Most of the time",2,NA,2,"Independent-Democrat",3,42
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,14,"$25,000-$49,999","White, non-Hispanic",10,"Some college/Associate","Conservative",6,"Disapprove strongly",4,31,"30-44","Male","Separated","Previously married","Somewhat worse",4,"Some",2,"Most of the time",2,NA,2,"Strong Republican",7,29
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,23,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Conservative",6,"Disapprove strongly",4,66,"65+","Male","Married: spouse present","Married","Somewhat worse",4,"Not much",3,"Most of the time",2,NA,2,"Strong Republican",7,24
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,28,"$100,000+","White, non-Hispanic",15,"Graduate degree","Liberal",2,"Disapprove strongly",4,41,"30-44","Male","Married: spouse present","Married","Much worse",5,"Not much",3,"Most of the time",2,NA,2,"Independent-Democrat",3,41
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,NA,NA,"White, non-Hispanic",9,"High school graduate","Conservative",6,"Disapprove strongly",4,56,"45-64","Female","Married: spouse present","Married","Much worse",5,"Not much",3,"About half the time",3,NA,2,"Independent-Republican",5,33
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,27,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Moderate",4,"Disapprove strongly",4,56,"45-64","Male","Married: spouse present","Married","Somewhat better",2,"Not much",3,"Most of the time",2,NA,2,"Not very strong Republican",6,39
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,24,"$100,000+","White, non-Hispanic",14,"Graduate degree","Conservative",6,"Disapprove strongly",4,80,"65+","Female","Married: spouse absent","Married","Much worse",5,"Not much",3,"Most of the time",2,NA,2,"Strong Republican",7,4
2,"Most of the time",2,1,"Run by big interests",1,"Waste a lot",1,5,"Under $25,000","White, non-Hispanic",10,"Some college/Associate","Slightly conservative",5,"Disapprove not strongly",3,77,"65+","Male","Widowed","Previously married","Somewhat worse",4,"A good deal",1,"Most of the time",2,NA,2,"Independent-Republican",5,32
1,"About half the time",3,0,"Run by big interests",1,"Waste some",2,19,"$50,000-$99,999","White, non-Hispanic",11,"Some college/Associate",NA,NA,"Approve strongly",1,68,"65+","Male","Married: spouse present","Married","Somewhat better",2,"Some",2,"About half the time",3,"Approve",1,"Strong Democrat",1,27
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,18,"$50,000-$99,999","White, non-Hispanic",10,"Some college/Associate","Slightly liberal",3,"Disapprove strongly",4,59,"45-64","Female","Married: spouse present","Married","Much worse",5,"Not much",3,"Most of the time",2,NA,2,"Independent-Republican",5,17
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,21,"$50,000-$99,999","Black, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove not strongly",3,33,"30-44","Female","Widowed","Previously married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Independent-Democrat",3,37
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,3,"Under $25,000","Black, non-Hispanic",10,"Some college/Associate","Moderate",4,"Disapprove strongly",4,38,"30-44","Female","Separated","Previously married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Strong Democrat",1,34
2,NA,NA,NA,"Run by big interests",1,"Waste a lot",1,27,"$100,000+","White, non-Hispanic",14,"Graduate degree","Slightly conservative",5,"Disapprove strongly",4,49,"45-64","Female","Widowed","Previously married","Much worse",5,NA,NA,"Never",5,NA,2,NA,NA,NA
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,28,"$100,000+","White, non-Hispanic",15,"Graduate degree","Liberal",2,"Disapprove not strongly",3,44,"30-44","Male","Married: spouse present","Married","Somewhat better",2,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,25
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,27,"$100,000+","Hispanic",10,"Some college/Associate","Slightly conservative",5,"Disapprove not strongly",3,53,"45-64","Male","Married: spouse present","Married","About the same",3,"Some",2,"Some of the time",4,NA,2,"Not very strong Democrat",2,36
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,25,"$100,000+","White, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove strongly",4,44,"30-44","Male","Married: spouse present","Married","Somewhat better",2,"Some",2,"About half the time",3,NA,2,"Strong Democrat",1,26
1,"Most of the time",2,1,"Run by big interests",1,"Waste a lot",1,25,"$100,000+","White, non-Hispanic",10,"Some college/Associate","Conservative",6,"Approve not strongly",2,80,"65+","Female","Married: spouse present","Married","About the same",3,"A good deal",1,"Most of the time",2,"Approve",1,"Strong Republican",7,12
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,13,"$25,000-$49,999","White, non-Hispanic",13,"Bachelor's degree","Conservative",6,"Disapprove strongly",4,71,"65+","Male","Married: spouse present","Married","Much worse",5,"Some",2,"Most of the time",2,NA,2,"Independent-Republican",5,45
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,15,"$50,000-$99,999","White, non-Hispanic",13,"Bachelor's degree",NA,NA,"Disapprove not strongly",3,59,"45-64","Male","Married: spouse present","Married","Somewhat worse",4,"Some",2,"About half the time",3,NA,2,"Independent-Republican",5,12
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","White, non-Hispanic",10,"Some college/Associate","Conservative",6,"Disapprove strongly",4,69,"65+","Male","Married: spouse present","Married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Not very strong Republican",6,17
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,15,"$50,000-$99,999","White, non-Hispanic",14,"Graduate degree","Extremely liberal",1,"Disapprove strongly",4,73,"65+","Female","Widowed","Previously married","Somewhat better",2,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,47
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,23,"$100,000+","White, non-Hispanic",9,"High school graduate","Conservative",6,"Disapprove strongly",4,66,"65+","Male","Married: spouse present","Married","Much worse",5,"Not much",3,"About half the time",3,NA,2,"Strong Republican",7,21
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,NA,NA,"White, non-Hispanic",14,"Graduate degree","Conservative",6,"Disapprove strongly",4,54,"45-64","Male","Married: spouse present","Married","Much worse",5,"Not much",3,"Most of the time",2,NA,2,"Not very strong Republican",6,36
2,"Most of the time",2,1,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","Black, non-Hispanic",9,"High school graduate","Slightly liberal",3,"Disapprove strongly",4,50,"45-64","Female","Separated","Previously married","Much worse",5,"Some",2,"Never",5,NA,2,"Independent",4,20
2,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,26,"$100,000+","Black, non-Hispanic",11,"Some college/Associate","Liberal",2,"Disapprove strongly",4,71,"65+","Female","Married: spouse present","Married","Somewhat better",2,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,37
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,11,"$25,000-$49,999","White, non-Hispanic",13,"Bachelor's degree","Extremely liberal",1,"Disapprove not strongly",3,34,"30-44","Male","Separated","Previously married","Somewhat worse",4,"Some",2,"About half the time",3,NA,2,"Not very strong Democrat",2,4
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,23,"$100,000+","White, non-Hispanic",9,"High school graduate","Conservative",6,"Disapprove strongly",4,80,"65+","Male","Married: spouse present","Married","Somewhat worse",4,"Some",2,"About half the time",3,NA,2,"Strong Republican",7,29
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,1,"Under $25,000","White, non-Hispanic",10,"Some college/Associate","Slightly liberal",3,"Disapprove strongly",4,62,"45-64","Female","Married: spouse absent","Married","Somewhat better",2,"Some",2,"About half the time",3,NA,2,"Strong Democrat",1,21
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,26,"$100,000+","White, non-Hispanic",11,"Some college/Associate","Moderate",4,"Disapprove strongly",4,33,"30-44","Male","Married: spouse present","Married","Much worse",5,"Not much",3,"About half the time",3,NA,2,"Independent-Republican",5,51
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,12,"$25,000-$49,999","White, non-Hispanic",10,"Some college/Associate","Moderate",4,"Disapprove strongly",4,75,"65+","Male","Married: spouse present","Married","Much better",1,"Some",2,"About half the time",3,NA,2,"Not very strong Democrat",2,29
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,27,"$100,000+","White, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove strongly",4,32,"30-44","Male","Married: spouse present","Married","Much better",1,"A good deal",1,"Never",5,NA,2,"Not very strong Democrat",2,37
2,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,13,"$25,000-$49,999","Hispanic",13,"Bachelor's degree","Slightly conservative",5,"Disapprove strongly",4,26,"18-29","Female","Married: spouse present","Married","About the same",3,"Some",2,"About half the time",3,NA,2,"Strong Democrat",1,NA
2,"Most of the time",2,1,"Run by big interests",1,"Waste some",2,24,"$100,000+","White, non-Hispanic",14,"Graduate degree","Liberal",2,"Disapprove strongly",4,76,"65+","Female","Widowed","Previously married","Somewhat better",2,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,17
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,27,"$100,000+","White, non-Hispanic",13,"Bachelor's degree","Slightly conservative",5,"Disapprove strongly",4,67,"65+","Male","Married: spouse present","Married","Much better",1,"Some",2,"Most of the time",2,NA,2,"Independent-Republican",5,4
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,3,"Under $25,000","White, non-Hispanic",9,"High school graduate","Moderate",4,"Disapprove strongly",4,64,"45-64","Male","Widowed","Previously married","Somewhat worse",4,"Not much",3,"Most of the time",2,NA,2,"Strong Republican",7,21
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,21,"$50,000-$99,999","White, non-Hispanic",10,"Some college/Associate","Conservative",6,"Disapprove strongly",4,52,"45-64","Male","Married: spouse present","Married","Much worse",5,"Some",2,"About half the time",3,NA,2,"Strong Republican",7,1
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,21,"$50,000-$99,999","White, non-Hispanic",14,"Graduate degree","Conservative",6,"Disapprove strongly",4,73,"65+","Female","Separated","Previously married","Somewhat worse",4,"Not much",3,"Most of the time",2,NA,2,"Strong Republican",7,34
2,"Some of the time",4,0,"Run by big interests",1,"Waste some",2,13,"$25,000-$49,999","White, non-Hispanic",10,"Some college/Associate","Conservative",6,"Disapprove not strongly",3,80,"65+","Female","Married: spouse absent","Married","Much worse",5,"Some",2,"Some of the time",4,NA,2,"Independent-Republican",5,48
2,"Most of the time",2,1,"Run by big interests",1,"Don't waste very much",3,19,"$50,000-$99,999","Black, non-Hispanic",13,"Bachelor's degree","Slightly liberal",3,"Disapprove strongly",4,52,"45-64","Female","Separated","Previously married","About the same",3,"A good deal",1,"About half the time",3,NA,2,"Strong Democrat",1,24
2,"Some of the time",4,0,"Run by big interests",1,"Waste a lot",1,7,"Under $25,000","Black, non-Hispanic",11,"Some college/Associate","Liberal",2,"Disapprove strongly",4,51,"45-64","Female","Married: spouse absent","Married","Somewhat better",2,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,39
1,"About half the time",3,0,"Run by big interests",1,"Waste a lot",1,22,"$50,000-$99,999","Hispanic",9,"High school graduate",NA,NA,"Approve not strongly",2,75,"65+","Female","Widowed","Previously married","Somewhat worse",4,"Some",2,"Some of the time",4,"Approve",1,"Strong Democrat",1,42
2,"Most of the time",2,1,"Run by big interests",1,"Waste some",2,21,"$50,000-$99,999","White, non-Hispanic",14,"Graduate degree","Extremely liberal",1,"Disapprove strongly",4,80,"65+","Female","Married: spouse absent","Married","Much better",1,"A good deal",1,"Most of the time",2,NA,2,"Strong Democrat",1,6
1,"Most of the time",2,1,"For benefit of all",2,"Waste some",2,26,"$100,000+","Black, non-Hispanic",14,"Graduate degree","Liberal",2,"Approve not strongly",2,80,"65+","Female","Married: spouse absent","Married","Somewhat better",2,"A good deal",1,"Most of the time",2,"Approve",1,"Strong Democrat",1,6
2,"About half the time",3,0,"Run by big interests",1,"Waste some",2,17,"$50,000-$99,999","White, non-Hispanic",9,"High school graduate",NA,NA,"Disapprove not strongly",3,35,"30-44","Female","Separated","Previously married","About the same",3,"Not much",3,"About half the time",3,NA,2,"Independent-Republican",5,39
2,"Most of the time",2,1,"Run by big interests",1,"Waste some",2,9,"$25,000-$49,999","Hispanic",14,"Graduate degree","Conservative",6,"Disapprove strongly",4,73,"65+","Female","Widowed","Previously married","Much worse",5,"Some",2,"Most of the time",2,NA,2,"Strong Democrat",1,6
2,"Never",5,0,"Run by big interests",1,"Waste a lot",1,11,"$25,000-$49,999","White, non-Hispanic",12,"Some college/Associate","Conservative",6,"Disapprove strongly",4,27,"18-29","Male","Separated","Previously married","Much worse",5,"Not much",3,"About half the time",3,NA,2,"Strong Republican",7,48
